block_size,topic,paraphrase_idx,feature,mean,std,metric,metric_name
16,astronomy_solar,1,isolated_frac,0.021430797300861868,0.02709294769835914,0.02709294769835914,std
16,astronomy_solar,1,d2_excess,-0.46356419623935474,1.2298129425358335,1.2298129425358335,std
16,astronomy_solar,2,drift,-0.4206068300701627,1.469106695308408,1.469106695308408,std
16,astronomy_solar,2,timing_cv,0.8577136543455206,0.13710952190019035,0.15985465686075842,cv
16,astronomy_solar,2,mean_depth_excess,-1.4754840399341762,6.199532374188054,6.199532374188054,std
16,astronomy_solar,2,isolated_frac,0.01412143196430416,0.016157773377677508,0.016157773377677508,std
16,astronomy_solar,2,d2_excess,-0.6042507500360355,3.3212532830636174,3.3212532830636174,std
16,biology_cells,0,drift,-0.2499413484855187,0.9479268168841125,0.9479268168841125,std
16,biology_cells,0,timing_cv,0.8454038872732859,0.08938247702607655,0.10572754439817557,cv
16,biology_cells,0,mean_depth_excess,0.9092051089227143,0.1464672852000888,0.1464672852000888,std
16,biology_cells,0,isolated_frac,0.0022679430029626177,0.006075767464065899,0.006075767464065899,std
16,biology_cells,0,d2_excess,0.7032965687329767,1.1292025708167404e-16,1.1292025708167404e-16,std
16,biology_cells,1,drift,-0.46786174129317737,1.0550349894674746,1.0550349894674746,std
16,biology_cells,1,timing_cv,0.820114662968761,0.10240602000847378,0.12486792961092871,cv
16,biology_cells,1,mean_depth_excess,0.7392871443156821,0.5488419767825017,0.5488419767825017,std
16,biology_cells,1,isolated_frac,0.00716386453511276,0.01251430244249266,0.01251430244249266,std
16,biology_cells,1,d2_excess,0.6160079875072525,0.33579948981938923,0.33579948981938923,std
16,biology_cells,2,drift,-0.21436250884345182,1.0193181790444792,1.0193181790444792,std
16,biology_cells,2,timing_cv,0.8253542716099248,0.10239862731433533,0.12406627170487403,cv
16,biology_cells,2,mean_depth_excess,0.9063251434209003,0.17964495043100204,0.17964495043100204,std
16,biology_cells,2,isolated_frac,0.006245251267114321,0.013542471755494856,0.013542471755494856,std
16,biology_cells,2,d2_excess,0.6658871767790948,0.20489967835693337,0.20489967835693337,std
16,chemistry_periodic,0,drift,-0.15209953946983504,1.0841409734027687,1.0841409734027687,std
16,chemistry_periodic,0,timing_cv,0.8867157186857194,0.09829200297494416,0.11084951005563713,cv
16,chemistry_periodic,0,mean_depth_excess,-2.4373148041852772,3.072065703307472,3.072065703307472,std
16,chemistry_periodic,0,isolated_frac,0.009298474189334771,0.015540108199644902,0.015540108199644902,std
16,chemistry_periodic,0,d2_excess,-1.4913877592280904,2.4476492431277737,2.4476492431277737,std
16,chemistry_periodic,1,drift,-0.014231535856826369,0.9941672779700506,0.9941672779700506,std
16,chemistry_periodic,1,timing_cv,0.8565698231812165,0.07980289198633657,0.09316565891844804,cv
16,chemistry_periodic,1,mean_depth_excess,0.065375216891181,0.8013501666600351,0.8013501666600351,std
16,chemistry_periodic,1,isolated_frac,0.00909846342624874,0.013013927504016308,0.013013927504016308,std
16,chemistry_periodic,1,d2_excess,0.628477784825213,0.22829349038915936,0.22829349038915936,std
16,chemistry_periodic,2,drift,-0.7035715539218697,1.081836016387986,1.081836016387986,std
